# Preferred source: imagegen transparent/chroma-key workflow. The TSV rows keep
# TribalCog-style prompt compatibility for fallback regeneration.
generated/monsters/pack_alpha.png	High-quality pixel-art game sprite, top-down three-quarter view facing right, elite forest wolf leader called Pack Alpha, muscular dark gray-green body, raised mane, amber eyes, pale fangs, small red leader mark, crisp silhouette, readable at 32x32, flat #ff00ff chroma-key background, no text, no shadow.	source=imagegen
generated/monsters/thorn_mender.png	High-quality pixel-art game sprite, top-down three-quarter view facing right, forest support caster called Thorn Mender, bark mask, leafy hood, thorn staff, green healing glow, rootlike feet, crisp silhouette, readable at 32x32, flat #ff00ff chroma-key background, no text, no shadow.	source=imagegen
generated/monsters/banner_goblin.png	High-quality pixel-art game sprite, top-down three-quarter view facing right, plains goblin leader carrying a torn crimson banner and small shield, wiry yellow-green body, leather straps, confident rally pose, crisp silhouette, readable at 32x32, flat #ff00ff chroma-key background, no text, no shadow.	source=imagegen
generated/monsters/net_thrower.png	High-quality pixel-art game sprite, top-down three-quarter view facing right, olive goblin trapper with coiled rope net, weighted stones, short spear, visible net lattice, crisp silhouette, readable at 32x32, flat #ff00ff chroma-key background, no text, no shadow.	source=imagegen
generated/monsters/bog_witch.png	High-quality pixel-art game sprite, top-down three-quarter view facing right, hunched swamp witch support caster, reed cloak, crooked staff, green lantern charm, purple-brown hood, pale mask face, moss fetishes, crisp silhouette, readable at 32x32, flat #ff00ff chroma-key background, no text, no shadow.	source=imagegen
generated/monsters/leech_swarm.png	High-quality pixel-art game sprite, compact cluster of multiple dark green-black leeches, wet highlights, small red mouths, reed and mud flecks, reads as a swarm not one blob, crisp silhouette, readable at 32x32, flat #ff00ff chroma-key background, no text, no shadow.	source=imagegen
generated/monsters/fire_scorpion.png	High-quality pixel-art game sprite, top-down three-quarter view facing right, ember-red desert scorpion, raised curved tail, glowing orange stinger, dark armored plates, two claws, heat-crack accents, crisp silhouette, readable at 32x32, flat #00ff00 chroma-key background, no text, no shadow.	source=imagegen
generated/monsters/sand_burrower.png	High-quality pixel-art game sprite, top-down three-quarter view facing right, half-emerged desert burrowing worm or scarab-beast, crescent mandibles, tan-orange segmented shell, sand-caked plates, raised head from sand, crisp silhouette, readable at 32x32, flat #ff00ff chroma-key background, no text, no shadow.	source=imagegen
generated/monsters/ice_shaman.png	High-quality pixel-art game sprite, top-down three-quarter view facing right, blue-white snow shaman support caster, antlered icy hood, crystal staff, frosted mask, cyan runes, snow-fur trim, crisp silhouette, readable at 32x32, flat #ff00ff chroma-key background, no text, no shadow.	source=imagegen
generated/monsters/snow_stalker.png	High-quality pixel-art game sprite, top-down three-quarter view facing right, lean pale blue-white wolf or snow cat ambusher, low stalking posture, icy claws, cyan eyes, frosted mane, crisp elongated silhouette, readable at 32x32, flat #ff00ff chroma-key background, no text, no shadow.	source=imagegen
generated/monsters/crystal_seer.png	High-quality pixel-art game sprite, top-down three-quarter view facing right, hovering cave seer, jagged turquoise crystal crown, dark body or robe, crystal staff, glowing teal eye, shard clusters, crisp silhouette, readable at 32x32, flat #ff00ff chroma-key background, no text, no shadow.	source=imagegen
generated/monsters/ruin_necromancer.png	High-quality pixel-art game sprite, top-down three-quarter view facing right, skeletal ruin necromancer support caster, cracked stone-gray and violet robes, bone hands, green ghost flame, broken crown or skull mask, crisp silhouette, readable at 32x32, flat #ff00ff chroma-key background, no text, no shadow.	source=imagegen
